[[Snapshot 0] [Node /windows/system32/searchindexer.exe_2476] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/searchindexer.exe_2476 | label=0 | frequency=4
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/gettyimages-813729818.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/gettyimages-813729818.jpg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/19/fesyrian-refugees01use-banner.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/19/fesyrian-refugees01use-banner.jpg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__4gfxqxts_mbuym-i5axqcisyhfppwe6odc2df7pvwoi__5_dz7r9pfz9vlohavz7m8ibylu9lwpvhwwehy7unclq__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__4gfxqxts_mbuym-i5axqcisyhfppwe6odc2df7pvwoi__5_dz7r9pfz9vlohavz7m8ibylu9lwpvhwwehy7unclq__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__7illbqzhpzdo_b7r_yesoqmeaiczkg4h4-f1silxk4o__t7ngzkilp25pmeifhkv2ichenehqpmnis75or5oscrk__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__7illbqzhpzdo_b7r_yesoqmeaiczkg4h4-f1silxk4o__t7ngzkilp25pmeifhkv2ichenehqpmnis75or5oscrk__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__evto51xh5c2gisplisik0jfvsmh9qefzwf3gq6eb-hm__d9ltt_s7dxi_x-86punmon4pzwvqkr4vqjitbclh2le__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__evto51xh5c2gisplisik0jfvsmh9qefzwf3gq6eb-hm__d9ltt_s7dxi_x-86punmon4pzwvqkr4vqjitbclh2le__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__qhgy_kju-cxuizvxfmq6khydx9ox8qqiaulmrs0c7im__vvco8dhdutloap4t1o00egi7w260xfunlcoqli_vf7o__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__qhgy_kju-cxuizvxfmq6khydx9ox8qqiaulmrs0c7im__vvco8dhdutloap4t1o00egi7w260xfunlcoqli_vf7o__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/sm/public/2018/12/20/02-gettyimages-1084476392.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/sm/public/2018/12/20/02-gettyimages-1084476392.jpg | label=0 | frequency=1
[[Snapshot 43] [Node www.youtube.com/embed/xapuiiulqsa] type=6 | type_name=NetFlowObject | properties=www.youtube.com/embed/xapuiiulqsa | label=0 | frequency=2
[[Snapshot 43] [Node www.youtube.com] type=3 | type_name=NETFLOW_OBJECT | properties=www.youtube.com | label=0 | frequency=50
[[Snapshot 43] [Node connect.facebook.net/en_us/sdk.js#xfbml=1&appid=245537789135954&version=v3.2] type=6 | type_name=NetFlowObject | properties=connect.facebook.net/en_us/sdk.js#xfbml=1&appid=245537789135954&version=v3.2 | label=0 | frequency=1
[[Snapshot 43] [Node connect.facebook.net] type=3 | type_name=NETFLOW_OBJECT | properties=connect.facebook.net | label=0 | frequency=3
[[Snapshot 43] [Node cdn.onesignal.com/sdks/onesignalsdk.js] type=6 | type_name=NetFlowObject | properties=cdn.onesignal.com/sdks/onesignalsdk.js | label=0 | frequency=1
[[Snapshot 43] [Node cdn.onesignal.com] type=3 | type_name=NETFLOW_OBJECT | properties=cdn.onesignal.com | label=0 | frequency=7
[[Snapshot 43] [Node 57140] type=3 | type_name=NETFLOW_OBJECT | properties=57140 | label=0 | frequency=1
[[Snapshot 43] [Node connection_192.168.223.130_151.139.128.10] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_151.139.128.10 | label=0 | frequency=15
[[Snapshot 43] [Node c.amazon-adsystem.com/] type=6 | type_name=NetFlowObject | properties=c.amazon-adsystem.com/ | label=0 | frequency=1
[[Snapshot 43] [Node www.googletagservices.com/] type=6 | type_name=NetFlowObject | properties=www.googletagservices.com/ | label=0 | frequency=1
[[Snapshot 43] [Node www.googletagservices.com] type=3 | type_name=NETFLOW_OBJECT | properties=www.googletagservices.com | label=0 | frequency=5
[[Snapshot 43] [Node securepubads.g.doubleclick.net/] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/ | label=0 | frequency=1
[[Snapshot 43] [Node securepubads.g.doubleclick.net] type=3 | type_name=NETFLOW_OBJECT | properties=securepubads.g.doubleclick.net | label=0 | frequency=11
[[Snapshot 43] [Node tpc.googlesyndication.com/] type=6 | type_name=NetFlowObject | properties=tpc.googlesyndication.com/ | label=0 | frequency=1
[[Snapshot 43] [Node tpc.googlesyndication.com] type=3 | type_name=NETFLOW_OBJECT | properties=tpc.googlesyndication.com | label=0 | frequency=3
[[Snapshot 43] [Node connection_192.168.223.130_52.85.117.101] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_52.85.117.101 | label=0 | frequency=5
[[Snapshot 43] [Node /program files/mozilla firefox/firefox.exe_3148] type=5 | type_name=PRINCIPAL_LOCAL | properties=/program files/mozilla firefox/firefox.exe_3148 | label=0 | frequency=95
[[Snapshot 43] [Node c:"/users/aalsahee/appdata/roaming/mozilla/firefox/profiles/a6gl280b.default/webappsstore.sqlite-wal] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/users/aalsahee/appdata/roaming/mozilla/firefox/profiles/a6gl280b.default/webappsstore.sqlite-wal | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/icon-search-glass.svg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/icon-search-glass.svg | label=0 | frequency=1
[[Snapshot 43] [Node www.newsweek.com/sites/all/modules/modules-custom/fusion/fusion_ads/js/prebid.js?v=1.35.1] type=6 | type_name=NetFlowObject | properties=www.newsweek.com/sites/all/modules/modules-custom/fusion/fusion_ads/js/prebid.js?v=1.35.1 | label=0 | frequency=1
[[Snapshot 43] [Node www.googletagservices.com/tag/js/gpt.js] type=6 | type_name=NetFlowObject | properties=www.googletagservices.com/tag/js/gpt.js | label=0 | frequency=1
[[Snapshot 43] [Node platform.twitter.com/] type=6 | type_name=NetFlowObject | properties=platform.twitter.com/ | label=0 | frequency=1
[[Snapshot 43] [Node connect.facebook.net/] type=6 | type_name=NetFlowObject | properties=connect.facebook.net/ | label=0 | frequency=1
[[Snapshot 43] [Node sdk.privacy-center.org/] type=6 | type_name=NetFlowObject | properties=sdk.privacy-center.org/ | label=0 | frequency=1
[[Snapshot 43] [Node sdk.privacy-center.org] type=3 | type_name=NETFLOW_OBJECT | properties=sdk.privacy-center.org | label=0 | frequency=6
[[Snapshot 43] [Node s.fqtag.com/] type=6 | type_name=NetFlowObject | properties=s.fqtag.com/ | label=0 | frequency=1
[[Snapshot 43] [Node s.fqtag.com] type=3 | type_name=NETFLOW_OBJECT | properties=s.fqtag.com | label=0 | frequency=2
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__4doaovrhfxwtnkaxvpjerzyjegmxiyni_v23dlfphau__adhafz5qak_vrkkfuocnxjb9anrhuwlkf15a7qhm14m__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/advagg_js/js__4doaovrhfxwtnkaxvpjerzyjegmxiyni_v23dlfphau__adhafz5qak_vrkkfuocnxjb9anrhuwlkf15a7qhm14m__9ide9fge5px_wiben7x6yiwafqrs7w_zmlhjumxt4dy.js | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/embed-lg/public/2018/12/19/stonehenge-winter.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/embed-lg/public/2018/12/19/stonehenge-winter.jpg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/sm/public/2018/12/21/image-00.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/sm/public/2018/12/21/image-00.jpg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/image-4903977.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/image-4903977.jpg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/122118keanedefense.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/122118keanedefense.jpg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/japan-airlines-tokyo-japan.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/japan-airlines-tokyo-japan.jpg | label=0 | frequency=1
[[Snapshot 43] [Node session_192.168.223.130_57130] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_57130 | label=0 | frequency=6
[[Snapshot 43] [Node 157.240.18.19] type=3 | type_name=NETFLOW_OBJECT | properties=157.240.18.19 | label=0 | frequency=7
[[Snapshot 43] [Node /program files/mozilla firefox/firefox.exe_2644] type=5 | type_name=PRINCIPAL_LOCAL | properties=/program files/mozilla firefox/firefox.exe_2644 | label=0 | frequency=64
[[Snapshot 43] [Node c:"/windows/fonts/timesbd.ttf] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/fonts/timesbd.ttf | label=0 | frequency=3
[[Snapshot 43] [Node 104.16.206.165] type=3 | type_name=NETFLOW_OBJECT | properties=104.16.206.165 | label=0 | frequency=4
[[Snapshot 43] [Node session_192.168.223.130_49295] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_49295 | label=0 | frequency=3
[[Snapshot 43] [Node 35.186.195.222] type=3 | type_name=NETFLOW_OBJECT | properties=35.186.195.222 | label=0 | frequency=4
[[Snapshot 43] [Node connection_192.168.223.130_35.186.195.222] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_35.186.195.222 | label=0 | frequency=5
[[Snapshot 43] [Node 1545427920089eh&zx=1545427920091] type=5 | type_name=PRINCIPAL_LOCAL | properties=1545427920089eh&zx=1545427920091 | label=0 | frequency=2
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/ndelible.black3.gif] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/ndelible.black3.gif | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/logo-n1.svg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/logo-n1.svg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/icon-arrow-right.svg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/icon-arrow-right.svg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/icon-slideshows-nw.png] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/themes/newsweek/images/icon-slideshows-nw.png | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/20/gettyimages-1059377462_0.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/20/gettyimages-1059377462_0.jpg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/themes/newsweek/fonts/robotocondensed-regular-webfont.woff2] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/themes/newsweek/fonts/robotocondensed-regular-webfont.woff2 | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/themes/newsweek/fonts/robotocondensed-bold-webfont.woff2] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/themes/newsweek/fonts/robotocondensed-bold-webfont.woff2 | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/all/themes/lemon/fonts/genericons.woff] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/all/themes/lemon/fonts/genericons.woff | label=0 | frequency=1
[[Snapshot 43] [Node www.youtube.com/embed/sbtahalrckk] type=6 | type_name=NetFlowObject | properties=www.youtube.com/embed/sbtahalrckk | label=0 | frequency=2
[[Snapshot 43] [Node sdk.privacy-center.org/loader.js] type=6 | type_name=NetFlowObject | properties=sdk.privacy-center.org/loader.js | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/gettyimages-1074493698-594x594.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/12/21/gettyimages-1074493698-594x594.jpg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/11/16/lego-hogwarts-use.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/11/16/lego-hogwarts-use.jpg | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/11/30/gettyimages-883896992.jpg] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/files/styles/lg_thumb/public/2018/11/30/gettyimages-883896992.jpg | label=0 | frequency=1
[[Snapshot 43] [Node 72.21.91.66] type=3 | type_name=NETFLOW_OBJECT | properties=72.21.91.66 | label=0 | frequency=5
[[Snapshot 43] [Node connection_192.168.223.130_72.21.91.66] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_72.21.91.66 | label=0 | frequency=4
[[Snapshot 43] [Node 57117] type=3 | type_name=NETFLOW_OBJECT | properties=57117 | label=0 | frequency=1
[[Snapshot 43] [Node connection_192.168.223.130_104.16.206.165] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_104.16.206.165 | label=0 | frequency=4
[[Snapshot 43] [Node session_72.21.91.66_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_72.21.91.66_443 | label=0 | frequency=1
[[Snapshot 43] [Node session_192.168.223.130_49293] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_49293 | label=0 | frequency=3
[[Snapshot 43] [Node connection_192.168.223.130_54.192.91.115] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_54.192.91.115 | label=0 | frequency=6
[[Snapshot 43] [Node connection_34.230.189.87_192.168.223.130] type=3 | type_name=NETFLOW_OBJECT | properties=connection_34.230.189.87_192.168.223.130 | label=0 | frequency=2
[[Snapshot 43] [Node 57125] type=3 | type_name=NETFLOW_OBJECT | properties=57125 | label=0 | frequency=1
[[Snapshot 43] [Node connection_192.168.223.130_157.240.18.19] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_157.240.18.19 | label=0 | frequency=6
[[Snapshot 43] [Node /windows/system32/svchost.exe_896] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_896 | label=0 | frequency=49
[[Snapshot 43] [Node c:"/windows/fonts/tahoma.ttf] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/fonts/tahoma.ttf | label=0 | frequency=4
[[Snapshot 43] [Node 54.192.91.115] type=3 | type_name=NETFLOW_OBJECT | properties=54.192.91.115 | label=0 | frequency=5
[[Snapshot 43] [Node session_104.16.206.165_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_104.16.206.165_443 | label=0 | frequency=1
[[Snapshot 43] [Node 52260] type=3 | type_name=NETFLOW_OBJECT | properties=52260 | label=0 | frequency=1
[[Snapshot 43] [Node 57129] type=3 | type_name=NETFLOW_OBJECT | properties=57129 | label=0 | frequency=1
[[Snapshot 43] [Node 151.139.128.10] type=3 | type_name=NETFLOW_OBJECT | properties=151.139.128.10 | label=0 | frequency=6
[[Snapshot 43] [Node 52.85.117.101] type=3 | type_name=NETFLOW_OBJECT | properties=52.85.117.101 | label=0 | frequency=4
[[Snapshot 43] [Node 52417] type=3 | type_name=NETFLOW_OBJECT | properties=52417 | label=0 | frequency=1
[[Snapshot 43] [Node connection_192.168.223.130_149.165.180.9] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_149.165.180.9 | label=0 | frequency=7
[[Snapshot 43] [Node session_192.168.223.130_60482] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_60482 | label=0 | frequency=3
[[Snapshot 43] [Node connection_192.168.223.130_149.165.180.10] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_149.165.180.10 | label=0 | frequency=5
[[Snapshot 43] [Node session_172.217.8.206_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_172.217.8.206_443 | label=0 | frequency=3
[[Snapshot 43] [Node session_192.168.223.130_60480] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_60480 | label=0 | frequency=3
[[Snapshot 43] [Node 172.217.8.206] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.8.206 | label=0 | frequency=8
[[Snapshot 43] [Node 60484] type=3 | type_name=NETFLOW_OBJECT | properties=60484 | label=0 | frequency=1
[[Snapshot 43] [Node connection_192.168.223.130_172.217.8.206] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_172.217.8.206 | label=0 | frequency=5
[[Snapshot 43] [Node ocsp.int-x3.letsencrypt.org/] type=6 | type_name=NetFlowObject | properties=ocsp.int-x3.letsencrypt.org/ | label=0 | frequency=1
[[Snapshot 43] [Node ocsp.int-x3.letsencrypt.org] type=3 | type_name=NETFLOW_OBJECT | properties=ocsp.int-x3.letsencrypt.org | label=0 | frequency=3
[[Snapshot 43] [Node ocsp.comodoca.com/] type=6 | type_name=NetFlowObject | properties=ocsp.comodoca.com/ | label=0 | frequency=1
[[Snapshot 43] [Node ocsp.comodoca.com] type=3 | type_name=NETFLOW_OBJECT | properties=ocsp.comodoca.com | label=0 | frequency=3
[[Snapshot 43] [Node trends.revcontent.com/serve.js.php?w=5933&t=rc_556&c=1545427921745&width=1550&is_blocked=false] type=6 | type_name=NetFlowObject | properties=trends.revcontent.com/serve.js.php?w=5933&t=rc_556&c=1545427921745&width=1550&is_blocked=false | label=0 | frequency=1
[[Snapshot 43] [Node trends.revcontent.com] type=3 | type_name=NETFLOW_OBJECT | properties=trends.revcontent.com | label=0 | frequency=6
[[Snapshot 43] [Node session_149.165.180.10_80] type=3 | type_name=NETFLOW_OBJECT | properties=session_149.165.180.10_80 | label=0 | frequency=1
[[Snapshot 43] [Node 149.165.180.9] type=3 | type_name=NETFLOW_OBJECT | properties=149.165.180.9 | label=0 | frequency=4
[[Snapshot 43] [Node session_192.168.223.130_60479] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_60479 | label=0 | frequency=3
[[Snapshot 43] [Node 149.165.180.10] type=3 | type_name=NETFLOW_OBJECT | properties=149.165.180.10 | label=0 | frequency=5
[[Snapshot 43] [Node session_52.85.117.101_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_52.85.117.101_443 | label=0 | frequency=1
[[Snapshot 43] [Node www.youtube.com/yts/cssbin/www-player-2x-vflyeu40f.css] type=6 | type_name=NetFlowObject | properties=www.youtube.com/yts/cssbin/www-player-2x-vflyeu40f.css | label=0 | frequency=1
[[Snapshot 43] [Node www.youtube.com/yts/jsbin/www-embed-player-vflnl6wrc/www-embed-player.js] type=6 | type_name=NetFlowObject | properties=www.youtube.com/yts/jsbin/www-embed-player-vflnl6wrc/www-embed-player.js | label=0 | frequency=1
[[Snapshot 43] [Node 57135] type=3 | type_name=NETFLOW_OBJECT | properties=57135 | label=0 | frequency=1
[[Snapshot 43] [Node 57110] type=3 | type_name=NETFLOW_OBJECT | properties=57110 | label=0 | frequency=1
[[Snapshot 43] [Node sdk.privacy-center.org/sdk.691cd68b799d84a688dade651a2179d943fc1798.js] type=6 | type_name=NetFlowObject | properties=sdk.privacy-center.org/sdk.691cd68b799d84a688dade651a2179d943fc1798.js | label=0 | frequency=1
[[Snapshot 43] [Node connection_172.217.1.35_192.168.223.130] type=3 | type_name=NETFLOW_OBJECT | properties=connection_172.217.1.35_192.168.223.130 | label=0 | frequency=2
[[Snapshot 43] [Node 172.217.1.35] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.1.35 | label=0 | frequency=3
[[Snapshot 43] [Node connection_192.168.223.130_52.20.22.53] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_52.20.22.53 | label=0 | frequency=6
[[Snapshot 43] [Node platform.twitter.com/widgets/widget_iframe.d30011b0f5ce05b98f24b01d3331b3c1.html?origin=https%3a%2f%2fwww.newsweek.com&settingsendpoint=https%3a%2f%2fsyndication.twitter.com%2fsettings] type=6 | type_name=NetFlowObject | properties=platform.twitter.com/widgets/widget_iframe.d30011b0f5ce05b98f24b01d3331b3c1.html?origin=https%3a%2f%2fwww.newsweek.com&settingsendpoint=https%3a%2f%2fsyndication.twitter.com%2fsettings | label=0 | frequency=1
[[Snapshot 43] [Node onesignal.com/api/v1/sync/16e01df3-6345-4c10-9e3f-68374ff26d1b/web?callback=__jp0] type=6 | type_name=NetFlowObject | properties=onesignal.com/api/v1/sync/16e01df3-6345-4c10-9e3f-68374ff26d1b/web?callback=__jp0 | label=0 | frequency=1
[[Snapshot 43] [Node onesignal.com] type=3 | type_name=NETFLOW_OBJECT | properties=onesignal.com | label=0 | frequency=5
[[Snapshot 43] [Node 52.20.22.53] type=3 | type_name=NETFLOW_OBJECT | properties=52.20.22.53 | label=0 | frequency=4
[[Snapshot 43] [Node adservice.google.com/adsid/integrator.js?domain=www.newsweek.com] type=6 | type_name=NetFlowObject | properties=adservice.google.com/adsid/integrator.js?domain=www.newsweek.com | label=0 | frequency=1
[[Snapshot 43] [Node adservice.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=adservice.google.com | label=0 | frequency=6
[[Snapshot 43] [Node securepubads.g.doubleclick.net/gpt/pubads_impl_285.js] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/gpt/pubads_impl_285.js | label=0 | frequency=1
[[Snapshot 43] [Node staticxx.facebook.com/connect/xd_arbiter/r/j-ght1gpo6-.js?version=43#channel=f12e276625c8262&origin=https%3a%2f%2fwww.newsweek.com] type=6 | type_name=NetFlowObject | properties=staticxx.facebook.com/connect/xd_arbiter/r/j-ght1gpo6-.js?version=43#channel=f12e276625c8262&origin=https%3a%2f%2fwww.newsweek.com | label=0 | frequency=1
[[Snapshot 43] [Node staticxx.facebook.com] type=3 | type_name=NETFLOW_OBJECT | properties=staticxx.facebook.com | label=0 | frequency=2
[[Snapshot 43] [Node c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js] type=6 | type_name=NetFlowObject | properties=c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js | label=0 | frequency=1
[[Snapshot 43] [Node aax.amazon-adsystem.com/e/dtb/bid?src=3376&u=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&pid=31483781141545427922032&cb=6309864647831545427922245&ws=1536x755&v=7.20.00&t=2000&slots=%5b%7b%22sd%22%3a%22dfp-ad-top%22%2c%22s%22%3a%5b%22728x90%22%2c%22970x250%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-bottom%22%2c%22s%22%3a%5b%22728x90%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right1%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22300x1050%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right2%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right3%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22160x600%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right4%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22160x600%22%5d%7d%2c%7b%22id%22%3a%22newsweek_videoslot%22%2c%22mt%22%3a%22v%22%7d%5d&pj=%7b%22apse%22%3a%7b%22chunkrequests%22%3afalse%2c%22shouldsamplelatency%22%3afalse%7d%7d&pr=https%3a%2f%2fwww.google.com%2f&gdprl=%7b%22cmptimeout%22%3a200%2c%22status%22%3a%22cmp-timeout%22%7d] type=6 | type_name=NetFlowObject | properties=aax.amazon-adsystem.com/e/dtb/bid?src=3376&u=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&pid=31483781141545427922032&cb=6309864647831545427922245&ws=1536x755&v=7.20.00&t=2000&slots=%5b%7b%22sd%22%3a%22dfp-ad-top%22%2c%22s%22%3a%5b%22728x90%22%2c%22970x250%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-bottom%22%2c%22s%22%3a%5b%22728x90%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right1%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22300x1050%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right2%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right3%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22160x600%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right4%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22160x600%22%5d%7d%2c%7b%22id%22%3a%22newsweek_videoslot%22%2c%22mt%22%3a%22v%22%7d%5d&pj=%7b%22apse%22%3a%7b%22chunkrequests%22%3afalse%2c%22shouldsamplelatency%22%3afalse%7d%7d&pr=https%3a%2f%2fwww.google.com%2f&gdprl=%7b%22cmptimeout%22%3a200%2c%22status%22%3a%22cmp-timeout%22%7d | label=0 | frequency=1
