Variant_ID,Model,Condition,Strategy,Description,R1,R2,R3,Mean,UsabilityFlag
Qwen14B-NoImp-037,Qwen2.5-14B,w/o Imperceptibility,Replacement,scp->python copy service,4,5,5,4.67,Y
Qwen14B-NoImp-038,Qwen2.5-14B,w/o Imperceptibility,Extension,python->java access service,4,4,4,4.0,Y
Qwen14B-NoImp-039,Qwen2.5-14B,w/o Imperceptibility,Replacement,curl->tar execute auth log,3,3,3,3.0,N
Qwen14B-NoImp-040,Qwen2.5-14B,w/o Imperceptibility,Rewriting,wget->cron decode network socket,4,4,4,4.0,Y
Qwen14B-NoImp-041,Qwen2.5-14B,w/o Imperceptibility,Extension,wget->bash modify auth log,4,4,4,4.0,Y
Qwen14B-NoImp-042,Qwen2.5-14B,w/o Imperceptibility,Extension,node->perl transfer credential store,2,2,2,2.0,N
Qwen14B-NoImp-043,Qwen2.5-14B,w/o Imperceptibility,Extension,ssh->scp stage network socket,4,4,4,4.0,Y
Qwen14B-NoImp-044,Qwen2.5-14B,w/o Imperceptibility,Replacement,node->python transfer config,5,5,5,5.0,Y
Qwen14B-NoImp-045,Qwen2.5-14B,w/o Imperceptibility,Replacement,tar->cron enumerate credential store,2,3,1,2.0,N
Qwen14B-NoImp-046,Qwen2.5-14B,w/o Imperceptibility,Rewriting,bash->node modify config,4,4,4,4.0,Y
Qwen14B-NoImp-047,Qwen2.5-14B,w/o Imperceptibility,Extension,ruby->node enumerate shell history,5,5,5,5.0,Y
Qwen14B-NoImp-048,Qwen2.5-14B,w/o Imperceptibility,Extension,bash->java enumerate config,3,4,5,4.0,Y
Qwen14B-NoImp-049,Qwen2.5-14B,w/o Imperceptibility,Replacement,perl->curl decode cache,4,4,4,4.0,Y
Qwen14B-NoImp-050,Qwen2.5-14B,w/o Imperceptibility,Extension,tar->ruby execute config,4,4,4,4.0,Y
Qwen14B-NoImp-051,Qwen2.5-14B,w/o Imperceptibility,Extension,tar->scp enumerate service,5,5,5,5.0,Y
Qwen14B-NoImp-052,Qwen2.5-14B,w/o Imperceptibility,Replacement,wget->ssh copy credential store,2,2,2,2.0,N
Qwen14B-NoImp-053,Qwen2.5-14B,w/o Imperceptibility,Extension,ruby->curl transfer service,4,4,4,4.0,Y
Qwen14B-NoImp-054,Qwen2.5-14B,w/o Imperceptibility,Extension,node->java enumerate cache,5,5,5,5.0,Y
Qwen14B-NoImp-055,Qwen2.5-14B,w/o Imperceptibility,Extension,tar->scp access shell history,3,3,3,3.0,N
Qwen14B-NoImp-056,Qwen2.5-14B,w/o Imperceptibility,Rewriting,node->bash copy cache,5,5,5,5.0,Y
Qwen14B-NoImp-057,Qwen2.5-14B,w/o Imperceptibility,Rewriting,curl->wget execute network socket,1,1,1,1.0,N
Qwen14B-NoImp-058,Qwen2.5-14B,w/o Imperceptibility,Extension,node->java copy auth log,4,5,4,4.33,Y
Qwen14B-NoImp-059,Qwen2.5-14B,w/o Imperceptibility,Extension,python->curl transfer credential store,4,4,4,4.0,Y
Qwen14B-NoImp-060,Qwen2.5-14B,w/o Imperceptibility,Replacement,curl->ruby stage auth log,5,5,5,5.0,Y
Qwen14B-NoImp-061,Qwen2.5-14B,w/o Imperceptibility,Replacement,java->ruby enumerate auth log,4,5,5,4.67,Y
Qwen14B-NoImp-062,Qwen2.5-14B,w/o Imperceptibility,Replacement,tar->cron transfer service,1,1,1,1.0,N
Qwen14B-NoImp-063,Qwen2.5-14B,w/o Imperceptibility,Replacement,ruby->perl modify credential store,2,2,2,2.0,N
Qwen14B-NoImp-064,Qwen2.5-14B,w/o Imperceptibility,Replacement,bash->scp execute shell history,5,5,5,5.0,Y
Qwen14B-NoImp-065,Qwen2.5-14B,w/o Imperceptibility,Extension,cron->java transfer config,4,4,4,4.0,Y
Qwen14B-NoImp-066,Qwen2.5-14B,w/o Imperceptibility,Replacement,java->perl modify auth log,4,4,4,4.0,Y
Qwen14B-NoImp-067,Qwen2.5-14B,w/o Imperceptibility,Rewriting,tar->ssh enumerate network socket,5,5,5,5.0,Y
Qwen14B-NoImp-068,Qwen2.5-14B,w/o Imperceptibility,Rewriting,node->curl modify credential store,4,4,4,4.0,Y
Qwen14B-NoImp-069,Qwen2.5-14B,w/o Imperceptibility,Extension,ruby->perl modify config,4,5,4,4.33,Y
Qwen14B-NoImp-070,Qwen2.5-14B,w/o Imperceptibility,Extension,ssh->java stage cache,5,4,4,4.33,Y
Qwen14B-NoImp-071,Qwen2.5-14B,w/o Imperceptibility,Rewriting,scp->ssh access service,4,4,4,4.0,Y
Qwen14B-NoImp-072,Qwen2.5-14B,w/o Imperceptibility,Replacement,ssh->bash access shell history,4,4,4,4.0,Y
Qwen14B-NoImp-073,Qwen2.5-14B,w/o Imperceptibility,Extension,python->curl enumerate network socket,5,3,4,4.0,Y
Qwen14B-NoImp-074,Qwen2.5-14B,w/o Imperceptibility,Extension,perl->bash execute shell history,5,5,5,5.0,Y
Qwen14B-NoImp-075,Qwen2.5-14B,w/o Imperceptibility,Rewriting,python->ruby stage service,2,1,3,2.0,N
Qwen14B-NoImp-076,Qwen2.5-14B,w/o Imperceptibility,Rewriting,cron->tar enumerate service,5,5,4,4.67,Y
Qwen14B-NoImp-077,Qwen2.5-14B,w/o Imperceptibility,Replacement,node->cron access credential store,5,5,5,5.0,Y
Qwen14B-NoImp-078,Qwen2.5-14B,w/o Imperceptibility,Replacement,java->wget modify cache,5,5,5,5.0,Y
Qwen14B-NoImp-079,Qwen2.5-14B,w/o Imperceptibility,Replacement,perl->wget enumerate archive,4,4,4,4.0,Y
Qwen14B-NoImp-080,Qwen2.5-14B,w/o Imperceptibility,Replacement,wget->perl transfer cache,2,2,2,2.0,N
Qwen14B-NoImp-081,Qwen2.5-14B,w/o Imperceptibility,Extension,bash->cron stage archive,5,5,5,5.0,Y
Qwen14B-NoImp-082,Qwen2.5-14B,w/o Imperceptibility,Extension,ssh->curl copy shell history,4,5,3,4.0,Y
Qwen14B-NoImp-083,Qwen2.5-14B,w/o Imperceptibility,Rewriting,curl->perl enumerate credential store,5,4,5,4.67,Y
Qwen14B-NoImp-084,Qwen2.5-14B,w/o Imperceptibility,Extension,tar->ruby transfer cache,3,1,4,2.67,N
Qwen14B-NoImp-085,Qwen2.5-14B,w/o Imperceptibility,Extension,scp->bash enumerate shell history,5,5,5,5.0,Y
Qwen14B-NoImp-086,Qwen2.5-14B,w/o Imperceptibility,Rewriting,bash->java modify cache,4,4,4,4.0,Y
Qwen14B-NoImp-087,Qwen2.5-14B,w/o Imperceptibility,Replacement,curl->ruby transfer auth log,4,4,4,4.0,Y
Qwen14B-NoImp-088,Qwen2.5-14B,w/o Imperceptibility,Replacement,bash->ruby stage archive,5,5,5,5.0,Y
Qwen14B-NoImp-089,Qwen2.5-14B,w/o Imperceptibility,Replacement,ruby->cron enumerate archive,4,4,4,4.0,Y
Qwen14B-NoImp-090,Qwen2.5-14B,w/o Imperceptibility,Rewriting,wget->ruby copy config,5,5,5,5.0,Y
Qwen14B-NoImp-091,Qwen2.5-14B,w/o Imperceptibility,Rewriting,wget->perl execute network socket,2,2,2,2.0,N
Qwen14B-NoImp-092,Qwen2.5-14B,w/o Imperceptibility,Replacement,curl->wget stage cache,3,5,4,4.0,Y
Qwen14B-NoImp-093,Qwen2.5-14B,w/o Imperceptibility,Extension,perl->tar transfer credential store,4,4,4,4.0,Y
Qwen14B-NoImp-094,Qwen2.5-14B,w/o Imperceptibility,Rewriting,scp->ruby enumerate credential store,4,4,4,4.0,Y
Qwen14B-NoImp-095,Qwen2.5-14B,w/o Imperceptibility,Rewriting,tar->perl decode auth log,4,3,4,3.67,N
Qwen14B-NoImp-096,Qwen2.5-14B,w/o Imperceptibility,Extension,curl->scp stage archive,4,4,4,4.0,Y
Qwen14B-NoImp-097,Qwen2.5-14B,w/o Imperceptibility,Replacement,cron->bash enumerate auth log,4,4,4,4.0,Y
Qwen14B-NoImp-098,Qwen2.5-14B,w/o Imperceptibility,Rewriting,scp->wget copy network socket,5,5,5,5.0,Y
Qwen14B-NoImp-099,Qwen2.5-14B,w/o Imperceptibility,Extension,tar->java enumerate credential store,3,3,3,3.0,N
Qwen14B-NoImp-100,Qwen2.5-14B,w/o Imperceptibility,Rewriting,ruby->scp decode cache,4,4,4,4.0,Y
Qwen14B-NoHard-001,Qwen2.5-14B,w/o Hardness,Rewriting,bash->java enumerate auth log,4,5,5,4.67,Y
Qwen14B-NoHard-002,Qwen2.5-14B,w/o Hardness,Rewriting,scp->perl transfer config,4,4,4,4.0,Y
Qwen14B-NoHard-003,Qwen2.5-14B,w/o Hardness,Replacement,wget->node copy auth log,5,5,5,5.0,Y
Qwen14B-NoHard-004,Qwen2.5-14B,w/o Hardness,Rewriting,scp->ssh copy auth log,5,5,4,4.67,Y
Qwen14B-NoHard-005,Qwen2.5-14B,w/o Hardness,Replacement,ruby->node stage shell history,4,4,4,4.0,Y
Qwen14B-NoHard-006,Qwen2.5-14B,w/o Hardness,Extension,node->curl enumerate auth log,4,4,4,4.0,Y
Qwen14B-NoHard-007,Qwen2.5-14B,w/o Hardness,Replacement,ruby->bash transfer config,4,4,4,4.0,Y
Qwen14B-NoHard-008,Qwen2.5-14B,w/o Hardness,Extension,node->curl stage service,5,5,4,4.67,Y
Qwen14B-NoHard-009,Qwen2.5-14B,w/o Hardness,Rewriting,node->bash execute config,4,4,4,4.0,Y
Qwen14B-NoHard-010,Qwen2.5-14B,w/o Hardness,Replacement,java->node stage archive,1,1,1,1.0,N
Qwen14B-NoHard-011,Qwen2.5-14B,w/o Hardness,Replacement,cron->bash decode credential store,5,5,5,5.0,Y
Qwen14B-NoHard-012,Qwen2.5-14B,w/o Hardness,Extension,tar->wget enumerate auth log,5,5,5,5.0,Y
Qwen14B-NoHard-013,Qwen2.5-14B,w/o Hardness,Replacement,tar->cron copy cache,5,5,5,5.0,Y
Qwen14B-NoHard-014,Qwen2.5-14B,w/o Hardness,Extension,java->scp stage cache,4,5,4,4.33,Y
Qwen14B-NoHard-015,Qwen2.5-14B,w/o Hardness,Replacement,tar->cron decode credential store,4,4,4,4.0,Y
Qwen14B-NoHard-016,Qwen2.5-14B,w/o Hardness,Extension,bash->wget copy archive,4,4,4,4.0,Y
Qwen14B-NoHard-017,Qwen2.5-14B,w/o Hardness,Extension,cron->node decode network socket,2,2,2,2.0,N
Qwen14B-NoHard-018,Qwen2.5-14B,w/o Hardness,Extension,curl->tar stage credential store,4,4,4,4.0,Y
Qwen14B-NoHard-019,Qwen2.5-14B,w/o Hardness,Replacement,java->tar access auth log,4,4,4,4.0,Y
Qwen14B-NoHard-020,Qwen2.5-14B,w/o Hardness,Rewriting,bash->perl copy config,4,5,5,4.67,Y
Qwen14B-NoHard-021,Qwen2.5-14B,w/o Hardness,Rewriting,bash->curl transfer network socket,5,5,5,5.0,Y
Qwen14B-NoHard-022,Qwen2.5-14B,w/o Hardness,Extension,perl->java copy cache,2,2,2,2.0,N
Qwen14B-NoHard-023,Qwen2.5-14B,w/o Hardness,Extension,scp->bash execute network socket,2,2,2,2.0,N
Qwen14B-NoHard-024,Qwen2.5-14B,w/o Hardness,Replacement,node->curl transfer shell history,4,4,4,4.0,Y
Qwen14B-NoHard-025,Qwen2.5-14B,w/o Hardness,Replacement,ssh->node copy config,5,3,5,4.33,Y
Qwen14B-NoHard-026,Qwen2.5-14B,w/o Hardness,Rewriting,curl->node access credential store,5,5,5,5.0,Y
Qwen14B-NoHard-027,Qwen2.5-14B,w/o Hardness,Replacement,scp->bash enumerate credential store,4,4,4,4.0,Y
Qwen14B-NoHard-028,Qwen2.5-14B,w/o Hardness,Rewriting,scp->node execute cache,2,2,2,2.0,N
Qwen14B-NoHard-029,Qwen2.5-14B,w/o Hardness,Rewriting,java->node access archive,4,4,4,4.0,Y
Qwen14B-NoHard-030,Qwen2.5-14B,w/o Hardness,Rewriting,wget->bash enumerate config,4,4,4,4.0,Y
Qwen14B-NoHard-031,Qwen2.5-14B,w/o Hardness,Extension,curl->perl stage shell history,5,5,5,5.0,Y
Qwen14B-NoHard-032,Qwen2.5-14B,w/o Hardness,Extension,ssh->cron transfer shell history,1,2,3,2.0,N
Qwen14B-NoHard-033,Qwen2.5-14B,w/o Hardness,Extension,ruby->ssh enumerate shell history,4,4,4,4.0,Y
Qwen14B-NoHard-034,Qwen2.5-14B,w/o Hardness,Extension,python->scp execute network socket,5,4,3,4.0,Y
Qwen14B-NoHard-035,Qwen2.5-14B,w/o Hardness,Extension,python->ruby decode network socket,3,3,3,3.0,N
Qwen14B-NoHard-036,Qwen2.5-14B,w/o Hardness,Rewriting,perl->ssh transfer credential store,4,4,4,4.0,Y
Qwen14B-NoHard-037,Qwen2.5-14B,w/o Hardness,Rewriting,cron->ssh access config,4,4,4,4.0,Y
Qwen14B-NoHard-038,Qwen2.5-14B,w/o Hardness,Rewriting,scp->curl access shell history,4,4,5,4.33,Y
Qwen14B-NoHard-039,Qwen2.5-14B,w/o Hardness,Replacement,curl->python enumerate auth log,5,5,5,5.0,Y
Qwen14B-NoHard-040,Qwen2.5-14B,w/o Hardness,Extension,ruby->java transfer auth log,4,4,4,4.0,Y
Qwen14B-NoHard-041,Qwen2.5-14B,w/o Hardness,Rewriting,ruby->curl transfer auth log,3,5,5,4.33,Y
Qwen14B-NoHard-042,Qwen2.5-14B,w/o Hardness,Extension,perl->ruby enumerate cache,4,4,4,4.0,Y
Qwen14B-NoHard-043,Qwen2.5-14B,w/o Hardness,Replacement,ssh->wget execute archive,4,4,4,4.0,Y
Qwen14B-NoHard-044,Qwen2.5-14B,w/o Hardness,Replacement,ruby->scp decode config,4,4,4,4.0,Y
Qwen14B-NoHard-045,Qwen2.5-14B,w/o Hardness,Replacement,perl->tar stage auth log,5,5,3,4.33,Y
Qwen14B-NoHard-046,Qwen2.5-14B,w/o Hardness,Replacement,wget->java execute credential store,4,5,5,4.67,Y
Qwen14B-NoHard-047,Qwen2.5-14B,w/o Hardness,Replacement,tar->bash copy archive,5,5,5,5.0,Y
Qwen14B-NoHard-048,Qwen2.5-14B,w/o Hardness,Extension,node->curl access credential store,5,4,5,4.67,Y
Qwen14B-NoHard-049,Qwen2.5-14B,w/o Hardness,Extension,curl->java enumerate archive,5,5,4,4.67,Y
Qwen14B-NoHard-050,Qwen2.5-14B,w/o Hardness,Replacement,wget->scp transfer shell history,5,5,5,5.0,Y
Qwen14B-NoHard-051,Qwen2.5-14B,w/o Hardness,Replacement,ruby->node execute shell history,4,4,4,4.0,Y
Qwen14B-NoHard-052,Qwen2.5-14B,w/o Hardness,Rewriting,bash->perl copy archive,4,4,4,4.0,Y
Qwen14B-NoHard-053,Qwen2.5-14B,w/o Hardness,Replacement,node->perl access auth log,1,4,3,2.67,N
Qwen14B-NoHard-054,Qwen2.5-14B,w/o Hardness,Extension,python->tar copy shell history,3,5,4,4.0,Y
Qwen14B-NoHard-055,Qwen2.5-14B,w/o Hardness,Replacement,cron->bash decode config,4,4,5,4.33,Y
Qwen14B-NoHard-056,Qwen2.5-14B,w/o Hardness,Replacement,perl->java decode config,4,5,5,4.67,Y
Qwen14B-NoHard-057,Qwen2.5-14B,w/o Hardness,Rewriting,node->ruby decode cache,3,5,4,4.0,Y
Qwen14B-NoHard-058,Qwen2.5-14B,w/o Hardness,Replacement,cron->curl transfer auth log,5,5,5,5.0,Y
Qwen14B-NoHard-059,Qwen2.5-14B,w/o Hardness,Replacement,node->ruby transfer cache,4,5,4,4.33,Y
Qwen14B-NoHard-060,Qwen2.5-14B,w/o Hardness,Extension,ssh->curl execute cache,5,4,4,4.33,Y
Qwen14B-NoHard-061,Qwen2.5-14B,w/o Hardness,Replacement,bash->tar access service,1,4,3,2.67,N
Qwen14B-NoHard-062,Qwen2.5-14B,w/o Hardness,Rewriting,bash->ruby enumerate service,5,4,4,4.33,Y
Qwen14B-NoHard-063,Qwen2.5-14B,w/o Hardness,Rewriting,python->cron copy service,4,4,4,4.0,Y
Qwen14B-NoHard-064,Qwen2.5-14B,w/o Hardness,Extension,node->tar decode archive,4,4,4,4.0,Y
Qwen14B-NoHard-065,Qwen2.5-14B,w/o Hardness,Rewriting,node->bash copy auth log,3,3,3,3.0,N
Qwen14B-NoHard-066,Qwen2.5-14B,w/o Hardness,Extension,curl->java transfer auth log,4,4,4,4.0,Y
Qwen14B-NoHard-067,Qwen2.5-14B,w/o Hardness,Replacement,python->tar modify credential store,4,4,4,4.0,Y
Qwen14B-NoHard-068,Qwen2.5-14B,w/o Hardness,Rewriting,cron->perl enumerate network socket,4,4,4,4.0,Y
Qwen14B-NoHard-069,Qwen2.5-14B,w/o Hardness,Replacement,scp->java stage shell history,4,4,4,4.0,Y
Qwen14B-NoHard-070,Qwen2.5-14B,w/o Hardness,Extension,curl->perl decode network socket,1,1,1,1.0,N
Qwen14B-NoHard-071,Qwen2.5-14B,w/o Hardness,Rewriting,cron->node transfer archive,4,4,4,4.0,Y
Qwen14B-NoHard-072,Qwen2.5-14B,w/o Hardness,Replacement,python->scp enumerate service,4,4,4,4.0,Y
Qwen14B-NoHard-073,Qwen2.5-14B,w/o Hardness,Replacement,perl->cron access config,4,4,3,3.67,N
Qwen14B-NoHard-074,Qwen2.5-14B,w/o Hardness,Extension,node->ssh modify shell history,3,3,3,3.0,N
Qwen14B-NoHard-075,Qwen2.5-14B,w/o Hardness,Replacement,cron->bash stage network socket,4,4,4,4.0,Y
Qwen14B-NoHard-076,Qwen2.5-14B,w/o Hardness,Extension,java->node decode cache,4,4,4,4.0,Y
Qwen14B-NoHard-077,Qwen2.5-14B,w/o Hardness,Extension,ssh->curl modify shell history,1,1,1,1.0,N
Qwen14B-NoHard-078,Qwen2.5-14B,w/o Hardness,Replacement,tar->scp copy cache,4,4,4,4.0,Y
Qwen14B-NoHard-079,Qwen2.5-14B,w/o Hardness,Rewriting,scp->ssh modify auth log,4,4,4,4.0,Y
Qwen14B-NoHard-080,Qwen2.5-14B,w/o Hardness,Rewriting,perl->python execute service,4,4,5,4.33,Y
Qwen14B-NoHard-081,Qwen2.5-14B,w/o Hardness,Replacement,bash->ruby enumerate service,4,4,4,4.0,Y
Qwen14B-NoHard-082,Qwen2.5-14B,w/o Hardness,Extension,cron->curl decode shell history,5,5,5,5.0,Y
Qwen14B-NoHard-083,Qwen2.5-14B,w/o Hardness,Rewriting,tar->ruby decode cache,4,4,4,4.0,Y
Qwen14B-NoHard-084,Qwen2.5-14B,w/o Hardness,Extension,wget->java access network socket,1,4,4,3.0,N
Qwen14B-NoHard-085,Qwen2.5-14B,w/o Hardness,Replacement,ruby->python transfer network socket,5,5,5,5.0,Y
Qwen14B-NoHard-086,Qwen2.5-14B,w/o Hardness,Rewriting,curl->scp access archive,4,4,4,4.0,Y
Qwen14B-NoHard-087,Qwen2.5-14B,w/o Hardness,Extension,wget->ruby decode network socket,5,5,5,5.0,Y
Qwen14B-NoHard-088,Qwen2.5-14B,w/o Hardness,Rewriting,tar->python decode cache,5,5,3,4.33,Y
Qwen14B-NoHard-089,Qwen2.5-14B,w/o Hardness,Rewriting,ssh->python transfer service,1,1,1,1.0,N
Qwen14B-NoHard-090,Qwen2.5-14B,w/o Hardness,Extension,python->tar access service,4,4,4,4.0,Y
Qwen14B-NoHard-091,Qwen2.5-14B,w/o Hardness,Rewriting,tar->cron enumerate service,3,5,5,4.33,Y
Qwen14B-NoHard-092,Qwen2.5-14B,w/o Hardness,Extension,curl->tar transfer service,1,1,1,1.0,N
Qwen14B-NoHard-093,Qwen2.5-14B,w/o Hardness,Extension,python->ssh modify shell history,5,5,5,5.0,Y
Qwen14B-NoHard-094,Qwen2.5-14B,w/o Hardness,Extension,node->python copy service,3,3,3,3.0,N
Qwen14B-NoHard-095,Qwen2.5-14B,w/o Hardness,Replacement,bash->node execute cache,5,4,4,4.33,Y
Qwen14B-NoHard-096,Qwen2.5-14B,w/o Hardness,Replacement,scp->python decode archive,5,5,5,5.0,Y
Qwen14B-NoHard-097,Qwen2.5-14B,w/o Hardness,Rewriting,bash->ruby transfer archive,5,3,5,4.33,Y
Qwen14B-NoHard-098,Qwen2.5-14B,w/o Hardness,Extension,cron->bash decode archive,4,4,4,4.0,Y
Qwen14B-NoHard-099,Qwen2.5-14B,w/o Hardness,Rewriting,scp->node transfer config,3,4,5,4.0,Y
Qwen14B-NoHard-100,Qwen2.5-14B,w/o Hardness,Rewriting,curl->python modify shell history,5,5,5,5.0,Y
Qwen14B-Full-001,Qwen2.5-14B,Full,Rewriting,java->bash enumerate shell history,3,4,5,4.0,Y
Qwen14B-Full-002,Qwen2.5-14B,Full,Rewriting,java->wget transfer cache,4,4,4,4.0,Y
Qwen14B-Full-003,Qwen2.5-14B,Full,Rewriting,wget->ssh stage network socket,5,5,5,5.0,Y
Qwen14B-Full-004,Qwen2.5-14B,Full,Extension,ssh->tar decode credential store,2,2,2,2.0,N
Qwen14B-Full-005,Qwen2.5-14B,Full,Replacement,curl->perl decode network socket,5,5,5,5.0,Y
Qwen14B-Full-006,Qwen2.5-14B,Full,Extension,scp->ruby modify network socket,3,3,3,3.0,N
Qwen14B-Full-007,Qwen2.5-14B,Full,Rewriting,cron->bash transfer service,4,4,4,4.0,Y
Qwen14B-Full-008,Qwen2.5-14B,Full,Replacement,scp->perl execute auth log,5,5,5,5.0,Y
Qwen14B-Full-009,Qwen2.5-14B,Full,Extension,cron->scp copy archive,4,4,4,4.0,Y
Qwen14B-Full-010,Qwen2.5-14B,Full,Rewriting,node->wget access auth log,5,5,5,5.0,Y
Qwen14B-Full-011,Qwen2.5-14B,Full,Rewriting,bash->node access config,3,3,3,3.0,N
Qwen14B-Full-012,Qwen2.5-14B,Full,Rewriting,curl->java copy credential store,4,4,4,4.0,Y
Qwen14B-Full-013,Qwen2.5-14B,Full,Rewriting,ruby->tar modify config,5,5,5,5.0,Y
Qwen14B-Full-014,Qwen2.5-14B,Full,Extension,cron->scp copy cache,4,4,4,4.0,Y
Qwen14B-Full-015,Qwen2.5-14B,Full,Extension,python->scp stage config,5,5,5,5.0,Y
Qwen14B-Full-016,Qwen2.5-14B,Full,Rewriting,tar->java modify config,5,5,3,4.33,Y
Qwen14B-Full-017,Qwen2.5-14B,Full,Replacement,python->tar execute shell history,3,3,3,3.0,N
Qwen14B-Full-018,Qwen2.5-14B,Full,Rewriting,node->wget enumerate credential store,4,3,4,3.67,N
Qwen14B-Full-019,Qwen2.5-14B,Full,Extension,perl->java access archive,4,4,4,4.0,Y
Qwen14B-Full-020,Qwen2.5-14B,Full,Rewriting,bash->python execute network socket,5,5,5,5.0,Y
Qwen14B-Full-021,Qwen2.5-14B,Full,Rewriting,scp->java transfer network socket,4,4,4,4.0,Y
Qwen14B-Full-022,Qwen2.5-14B,Full,Replacement,scp->java transfer auth log,4,4,4,4.0,Y
Qwen14B-Full-023,Qwen2.5-14B,Full,Rewriting,tar->bash modify credential store,5,5,5,5.0,Y
Qwen14B-Full-024,Qwen2.5-14B,Full,Rewriting,scp->curl copy archive,4,4,4,4.0,Y
Qwen14B-Full-025,Qwen2.5-14B,Full,Extension,wget->python decode service,5,4,4,4.33,Y
Qwen14B-Full-026,Qwen2.5-14B,Full,Extension,scp->node modify config,3,3,3,3.0,N
Qwen14B-Full-027,Qwen2.5-14B,Full,Rewriting,scp->perl modify network socket,5,5,4,4.67,Y
Qwen14B-Full-028,Qwen2.5-14B,Full,Extension,tar->cron stage network socket,4,4,4,4.0,Y
Qwen14B-Full-029,Qwen2.5-14B,Full,Replacement,cron->curl transfer cache,4,4,4,4.0,Y
Qwen14B-Full-030,Qwen2.5-14B,Full,Extension,python->node enumerate auth log,4,4,4,4.0,Y
Qwen14B-Full-031,Qwen2.5-14B,Full,Replacement,ruby->python enumerate network socket,2,4,3,3.0,N
Qwen14B-Full-032,Qwen2.5-14B,Full,Replacement,python->tar access config,4,4,4,4.0,Y
Qwen14B-Full-033,Qwen2.5-14B,Full,Extension,ssh->node copy network socket,4,4,4,4.0,Y
Qwen14B-Full-034,Qwen2.5-14B,Full,Extension,node->perl decode cache,4,4,4,4.0,Y
Qwen14B-Full-035,Qwen2.5-14B,Full,Replacement,bash->tar decode config,3,3,3,3.0,N
Qwen14B-Full-036,Qwen2.5-14B,Full,Replacement,python->cron access shell history,4,4,4,4.0,Y
Qwen14B-Full-037,Qwen2.5-14B,Full,Extension,node->java decode service,3,5,5,4.33,Y
Qwen14B-Full-038,Qwen2.5-14B,Full,Rewriting,ruby->curl copy archive,4,4,4,4.0,Y
Qwen14B-Full-039,Qwen2.5-14B,Full,Extension,java->perl modify cache,4,5,4,4.33,Y
Qwen14B-Full-040,Qwen2.5-14B,Full,Rewriting,wget->tar enumerate shell history,5,5,4,4.67,Y
Qwen14B-Full-041,Qwen2.5-14B,Full,Replacement,wget->bash decode cache,5,5,5,5.0,Y
Qwen14B-Full-042,Qwen2.5-14B,Full,Extension,ruby->curl copy network socket,4,4,4,4.0,Y
Qwen14B-Full-043,Qwen2.5-14B,Full,Rewriting,tar->wget execute cache,4,4,4,4.0,Y
Qwen14B-Full-044,Qwen2.5-14B,Full,Replacement,ruby->curl transfer credential store,5,5,4,4.67,Y
Qwen14B-Full-045,Qwen2.5-14B,Full,Rewriting,curl->wget enumerate credential store,5,5,3,4.33,Y
Qwen14B-Full-046,Qwen2.5-14B,Full,Rewriting,node->perl access service,5,5,5,5.0,Y
Qwen14B-Full-047,Qwen2.5-14B,Full,Replacement,node->python enumerate config,4,4,4,4.0,Y
Qwen14B-Full-048,Qwen2.5-14B,Full,Rewriting,scp->perl enumerate shell history,2,2,2,2.0,N
Qwen14B-Full-049,Qwen2.5-14B,Full,Rewriting,ssh->perl enumerate network socket,4,4,5,4.33,Y
Qwen14B-Full-050,Qwen2.5-14B,Full,Extension,curl->ruby stage auth log,4,4,4,4.0,Y
Qwen14B-Full-051,Qwen2.5-14B,Full,Rewriting,curl->node access shell history,4,5,5,4.67,Y
Qwen14B-Full-052,Qwen2.5-14B,Full,Replacement,ssh->bash access auth log,4,4,4,4.0,Y
Qwen14B-Full-053,Qwen2.5-14B,Full,Rewriting,java->perl access network socket,5,5,5,5.0,Y
Qwen14B-Full-054,Qwen2.5-14B,Full,Rewriting,python->perl decode archive,4,4,4,4.0,Y
Qwen14B-Full-055,Qwen2.5-14B,Full,Extension,bash->tar execute auth log,4,4,4,4.0,Y
Qwen14B-Full-056,Qwen2.5-14B,Full,Extension,java->wget execute config,5,4,5,4.67,Y
Qwen14B-Full-057,Qwen2.5-14B,Full,Rewriting,node->java decode auth log,4,4,4,4.0,Y
Qwen14B-Full-058,Qwen2.5-14B,Full,Replacement,python->node copy archive,4,4,4,4.0,Y
Qwen14B-Full-059,Qwen2.5-14B,Full,Rewriting,scp->node access config,3,4,5,4.0,Y
Qwen14B-Full-060,Qwen2.5-14B,Full,Rewriting,java->python access cache,4,4,4,4.0,Y
Qwen14B-Full-061,Qwen2.5-14B,Full,Rewriting,python->ruby modify config,5,5,5,5.0,Y
Qwen14B-Full-062,Qwen2.5-14B,Full,Replacement,wget->node modify service,4,4,4,4.0,Y
Qwen14B-Full-063,Qwen2.5-14B,Full,Replacement,node->python access credential store,4,4,4,4.0,Y
Qwen14B-Full-064,Qwen2.5-14B,Full,Replacement,cron->node modify cache,4,5,3,4.0,Y
Qwen14B-Full-065,Qwen2.5-14B,Full,Replacement,tar->ssh transfer cache,5,5,5,5.0,Y
Qwen14B-Full-066,Qwen2.5-14B,Full,Rewriting,scp->curl enumerate service,3,5,4,4.0,Y
Qwen14B-Full-067,Qwen2.5-14B,Full,Replacement,python->java modify credential store,5,5,5,5.0,Y
Qwen14B-Full-068,Qwen2.5-14B,Full,Extension,tar->node decode archive,5,5,5,5.0,Y
